trigger(1): bCanEdit -> canBeEdited, OpenPGP-Keychain/src/main/java/org/sufficientlysecure/keychain/ui/widget/KeyEditor.java, 199, ParameterName, 7a66ccb5ee5d3de8f3814267969139397de45e12
305: ['bLength', 'length', 'libraries/zxing/src/com/google/zxing/common/reedsolomon/GenericGFPoly.java', 158, 'VariableName']
306: ['bOut', 'out', 'libraries/spongycastle/core/src/main/java/org/spongycastle/util/encoders/UrlBase64.java', 31, 'VariableName']
307: ['bTotal', 'total', 'libraries/spongycastle/core/src/main/java/org/spongycastle/math/ec/LongArray.java', 1197, 'VariableName']
308: ['NO_RAND_PART_B_STATE', 'NO_RAND_PART_STATE', 'libraries/spongycastle/pg/src/main/java/org/spongycastle/apache/bzip2/CBZip2InputStream.java', 125, 'FieldName']
309: ['bOut', 'out', 'libraries/spongycastle/pkix/src/test/java/org/spongycastle/cms/test/NewSignedDataStreamTest.java', 1123, 'VariableName']
310: ['bOut', 'out', 'libraries/spongycastle/pg/src/main/java/org/spongycastle/bcpg/ECSecretBCPGKey.java', 55, 'VariableName']
311: ['bOut', 'out', 'libraries/spongycastle/core/src/main/java/org/spongycastle/util/test/FixedSecureRandom.java', 45, 'VariableName']
312: ['bOut', 'out', 'libraries/spongycastle/pkix/src/test/java/org/spongycastle/cms/test/NewSignedDataStreamTest.java', 384, 'VariableName']
313: ['bOut', 'out', 'libraries/spongycastle/prov/src/main/jdk1.1/org/spongycastle/jcajce/provider/asymmetric/x509/PKIXCertPath.java', 310, 'VariableName']
314: ['paddingB', 'padding', 'libraries/AndroidBootstrap/src/com/beardedhen/androidbootstrap/BootstrapButton.java', 135, 'VariableName']
315: ['bOut', 'out', 'libraries/spongycastle/prov/src/test/java/org/spongycastle/jce/provider/test/CipherStreamTest2.java', 363, 'VariableName']
316: ['bOut', 'out', 'libraries/spongycastle/pg/src/test/java/org/spongycastle/openpgp/test/BcPGPPBETest.java', 173, 'VariableName']
317: IDMATCH EXMATCH ['setCanEdit', 'setCanBeEdited', 'OpenPGP-Keychain/src/main/java/org/sufficientlysecure/keychain/ui/widget/KeyEditor.java', 199, 'MethodName']
318: ['bIn', 'in', 'libraries/spongycastle/prov/src/test/jdk1.1/org/spongycastle/jce/provider/test/CertTest.java', 761, 'VariableName']
319: ['bOut', 'out', 'libraries/spongycastle/core/src/test/java/org/spongycastle/util/encoders/test/AbstractCoderTest.java', 113, 'VariableName']
320: ['gost3410EC_B', 'gost3410EC_', 'libraries/spongycastle/pkix/src/test/jdk1.1/org/spongycastle/cert/test/PKCS10Test.java', 68, 'FieldName']
321: ['slt1b', 'slt1', 'libraries/spongycastle/core/src/test/java/org/spongycastle/crypto/test/PSSBlindTest.java', 78, 'FieldName']
322: ['bOut', 'out', 'libraries/spongycastle/core/src/test/java/org/spongycastle/asn1/test/GenerationTest.java', 323, 'VariableName']
323: ['bOff', 'off', 'libraries/spongycastle/core/src/main/java/org/spongycastle/crypto/digests/TigerDigest.java', 555, 'FieldName']
324: ['bOut', 'out', 'libraries/spongycastle/core/src/test/java/org/spongycastle/asn1/test/OIDTest.java', 47, 'VariableName']
325: ['bOut', 'out', 'libraries/spongycastle/pg/src/test/java/org/spongycastle/openpgp/test/BcPGPRSATest.java', 772, 'VariableName']
326: ['bOut', 'out', 'libraries/spongycastle/core/src/main/java/org/spongycastle/util/encoders/Hex.java', 99, 'VariableName']
327: ['x9B', 'x9', 'libraries/spongycastle/core/src/main/java/org/spongycastle/asn1/x9/X9Curve.java', 54, 'VariableName']
328: ['bIn', 'in', 'libraries/spongycastle/jce/src/main/java/javax/crypto/EncryptedPrivateKeyInfo.java', 127, 'VariableName']
329: ['bOut', 'out', 'libraries/spongycastle/pkix/src/test/java/org/spongycastle/cms/test/NewSignedDataStreamTest.java', 671, 'VariableName']
330: ['bIn', 'in', 'libraries/spongycastle/pkix/src/test/jdk1.3/org/spongycastle/cms/test/SignedDataTest.java', 549, 'VariableName']
331: ['editIntent', 'beEditedIntent', 'OpenPGP-Keychain/src/main/java/org/sufficientlysecure/keychain/ui/ViewKeyMainFragment.java', 143, 'VariableName']
332: ['bOut', 'out', 'libraries/spongycastle/pg/src/main/java/org/spongycastle/openpgp/PGPEncryptedDataGenerator.java', 494, 'VariableName']
333: ['msg8b', 'msg8', 'libraries/spongycastle/core/src/test/java/org/spongycastle/crypto/test/PSSBlindTest.java', 175, 'FieldName']
334: ['bOut', 'out', 'libraries/spongycastle/pg/src/test/java/org/spongycastle/openpgp/test/DSA2Test.java', 142, 'VariableName']
335: ['bOut', 'out', 'libraries/spongycastle/pg/src/test/java/org/spongycastle/openpgp/test/BcPGPPBETest.java', 82, 'VariableName']
336: ['bOut', 'out', 'libraries/spongycastle/pkix/src/main/java/org/spongycastle/pkcs/PKCS8EncryptedPrivateKeyInfoBuilder.java', 40, 'VariableName']
337: ['bIn', 'in', 'libraries/spongycastle/pkix/src/test/java/org/spongycastle/cert/test/BcCertTest.java', 602, 'VariableName']
338: ['bOut', 'out', 'libraries/spongycastle/core/src/test/java/org/spongycastle/util/io/test/BufferingOutputStreamTest.java', 38, 'VariableName']
339: ['BootstrapEditText', 'BootstrapBeEditedText', 'libraries/AndroidBootstrap/src/com/beardedhen/androidbootstrap/BootstrapEditText.java', 26, 'MethodName']
340: ['nextB', 'next', 'libraries/spongycastle/pg/src/main/java/org/spongycastle/bcpg/BCPGInputStream.java', 17, 'FieldName']
341: ['bOut', 'out', 'libraries/spongycastle/prov/src/test/java/org/spongycastle/jce/provider/test/CipherStreamTest2.java', 255, 'VariableName']
342: ['dB', 'd', 'libraries/zxing/src/com/google/zxing/qrcode/detector/FinderPatternFinder.java', 577, 'VariableName']
343: ['bOut', 'out', 'libraries/spongycastle/core/src/test/java/org/spongycastle/util/encoders/test/AbstractCoderTest.java', 122, 'VariableName']
344: ['bOut', 'out', 'libraries/spongycastle/pg/src/main/java/org/spongycastle/bcpg/RSAPublicBCPGKey.java', 71, 'VariableName']
345: ['bOut', 'out', 'libraries/spongycastle/mail/src/test/jdk1.3/org/spongycastle/mail/smime/test/SMIMESignedTest.java', 338, 'VariableName']
346: ['bDeg', 'deg', 'libraries/spongycastle/core/src/main/java/org/spongycastle/math/ec/LongArray.java', 1110, 'VariableName']
347: ['bIn', 'in', 'libraries/spongycastle/core/src/test/java/org/spongycastle/asn1/test/OIDTest.java', 78, 'VariableName']
348: ['bOut', 'out', 'libraries/spongycastle/prov/src/test/java/org/spongycastle/jce/provider/test/CipherStreamTest.java', 116, 'VariableName']
349: ['bI', 'I', 'libraries/spongycastle/prov/src/main/java/org/spongycastle/jcajce/provider/asymmetric/ec/BCECPublicKey.java', 332, 'ParameterName']
350: ['bOut', 'out', 'libraries/spongycastle/prov/src/test/java/org/spongycastle/jce/provider/test/ECDSA5Test.java', 278, 'VariableName']
351: ['bIn', 'in', 'libraries/spongycastle/pkix/src/test/jdk1.1/org/spongycastle/cert/test/CertTest.java', 1242, 'VariableName']
352: ['BootstrapEditText', 'BootstrapBeEditedText', 'libraries/AndroidBootstrap/src/com/beardedhen/androidbootstrap/BootstrapEditText.java', 12, 'ClassName']
353: ['slt9b', 'slt9', 'libraries/spongycastle/core/src/test/java/org/spongycastle/crypto/test/PSSTest.java', 205, 'FieldName']
354: ['bSquared', 'squared', 'libraries/spongycastle/core/src/main/java/org/spongycastle/math/ec/ECPoint.java', 1021, 'ParameterName']
355: ['b_bytes', 'bytes', 'libraries/spongycastle/prov/src/main/java/org/spongycastle/jcajce/provider/asymmetric/dstu/BCDSTU4145PublicKey.java', 223, 'VariableName']
356: ['bI', 'I', 'libraries/spongycastle/prov/src/main/java/org/spongycastle/jcajce/provider/asymmetric/ecgost/BCECGOST3410PublicKey.java', 279, 'ParameterName']
357: ['bOut', 'out', 'libraries/spongycastle/pg/src/main/java/org/spongycastle/openpgp/examples/ClearSignedFileProcessor.java', 66, 'ParameterName']
358: ['bOut', 'out', 'libraries/spongycastle/prov/src/main/java/org/spongycastle/ocsp/BasicOCSPResp.java', 224, 'VariableName']
359: ['sig2b', 'sig2', 'libraries/spongycastle/core/src/test/java/org/spongycastle/crypto/test/PSSTest.java', 104, 'FieldName']
360: ['bIn', 'in', 'libraries/spongycastle/pkix/src/test/java/org/spongycastle/cms/test/NewSignedDataTest.java', 1487, 'VariableName']
361: ['bOut', 'out', 'libraries/spongycastle/core/src/test/java/org/spongycastle/asn1/test/EqualsAndHashCodeTest.java', 79, 'VariableName']
362: ['msg4b', 'msg4', 'libraries/spongycastle/core/src/test/java/org/spongycastle/crypto/test/PSSBlindTest.java', 140, 'FieldName']
363: ['BZip2Constants', 'Zip2Constants', 'libraries/spongycastle/pg/src/main/java/org/spongycastle/apache/bzip2/BZip2Constants.java', 27, 'ClassName']
364: ['bIn', 'in', 'libraries/spongycastle/pkix/src/test/java/org/spongycastle/cms/test/NewSignedDataTest.java', 1391, 'VariableName']
365: ['bOut', 'out', 'libraries/spongycastle/pkix/src/test/java/org/spongycastle/cms/test/NewSignedDataStreamTest.java', 1175, 'VariableName']
366: ['bOut', 'out', 'libraries/spongycastle/pkix/src/test/jdk1.3/org/spongycastle/cms/test/SignedDataStreamTest.java', 398, 'VariableName']
367: ['bOut', 'out', 'libraries/spongycastle/core/src/main/java/org/spongycastle/asn1/BEROctetString.java', 21, 'VariableName']
368: ['sig4b', 'sig4', 'libraries/spongycastle/core/src/test/java/org/spongycastle/crypto/test/PSSTest.java', 138, 'FieldName']
369: ['BOff', 'Off', 'libraries/spongycastle/core/src/main/java/org/spongycastle/crypto/generators/SCrypt.java', 33, 'VariableName']
370: ['BootstrapEditText', 'BootstrapBeEditedText', 'libraries/AndroidBootstrap/src/com/beardedhen/androidbootstrap/BootstrapEditText.java', 16, 'MethodName']
371: ['bOut', 'out', 'libraries/spongycastle/core/src/test/java/org/spongycastle/asn1/test/ASN1SequenceParserTest.java', 184, 'VariableName']
372: ['bOut', 'out', 'libraries/spongycastle/pg/src/main/java/org/spongycastle/bcpg/DSASecretBCPGKey.java', 55, 'VariableName']
373: ['bIn', 'in', 'libraries/spongycastle/pg/src/test/java/org/spongycastle/openpgp/test/PGPClearSignedSignatureTest.java', 304, 'VariableName']
374: ['bOut', 'out', 'libraries/spongycastle/pkix/src/main/java/org/spongycastle/cert/ocsp/OCSPReq.java', 252, 'VariableName']
375: ['bOut', 'out', 'libraries/spongycastle/prov/src/main/java/org/spongycastle/jcajce/provider/asymmetric/x509/X509CertificateObject.java', 176, 'VariableName']
376: ['gost341094B', 'gost341094', 'libraries/spongycastle/prov/src/test/jdk1.1/org/spongycastle/jce/provider/test/CertTest.java', 407, 'FieldName']
377: ['bOut', 'out', 'libraries/spongycastle/core/src/main/java/org/spongycastle/crypto/digests/NullDigest.java', 11, 'FieldName']
378: ['bOut', 'out', 'libraries/spongycastle/mail/src/test/jdk1.3/org/spongycastle/mail/smime/test/SMIMESignedTest.java', 472, 'VariableName']
379: ['bIn', 'in', 'libraries/spongycastle/prov/src/test/java/org/spongycastle/jce/provider/test/NoekeonTest.java', 47, 'VariableName']
380: ['bOff', 'off', 'libraries/spongycastle/core/src/main/java/org/spongycastle/math/ec/LongArray.java', 1248, 'VariableName']
381: ['bOut', 'out', 'libraries/spongycastle/pg/src/main/java/org/spongycastle/bcpg/BCPGObject.java', 14, 'VariableName']
382: ['bIn', 'in', 'libraries/spongycastle/core/src/test/java/org/spongycastle/asn1/test/CertificateTest.java', 393, 'VariableName']
383: IDMATCH EXMATCH ['bCanEdit', 'canBeEdited', 'OpenPGP-Keychain/src/main/java/org/sufficientlysecure/keychain/ui/widget/SectionView.java', 110, 'ParameterName']
384: ['bOut', 'out', 'libraries/spongycastle/prov/src/main/jdk1.3/org/spongycastle/jce/provider/JDKAlgorithmParameters.java', 447, 'VariableName']
385: ['bOut', 'out', 'libraries/spongycastle/pg/src/main/java/org/spongycastle/openpgp/examples/ClearSignedFileProcessor.java', 45, 'ParameterName']
386: ['procedure_B', 'procedure', 'libraries/spongycastle/core/src/main/java/org/spongycastle/crypto/generators/GOST3410ParametersGenerator.java', 279, 'MethodName']
387: ['bOut', 'out', 'libraries/spongycastle/pkix/src/main/java/org/spongycastle/cms/CMSEnvelopedDataGenerator.java', 67, 'VariableName']
388: ['bOut', 'out', 'libraries/spongycastle/pg/src/test/java/org/spongycastle/openpgp/test/PGPClearSignedSignatureTest.java', 341, 'ParameterName']
389: ['objB', 'obj', 'libraries/spongycastle/core/src/main/java/org/spongycastle/util/Arrays.java', 218, 'VariableName']
390: ['bF2m', 'F2m', 'libraries/spongycastle/core/src/main/java/org/spongycastle/math/ec/ECFieldElement.java', 1147, 'VariableName']
391: ['bOut', 'out', 'libraries/spongycastle/pkix/src/test/java/org/spongycastle/cms/test/NewSignedDataStreamTest.java', 992, 'VariableName']
392: ['bOut', 'out', 'OpenPGP-Keychain/src/main/java/org/sufficientlysecure/keychain/pgp/PgpDecryptVerify.java', 757, 'ParameterName']
393: ['GOST3410_BParam', 'GOST3410_Param', 'libraries/spongycastle/core/src/test/java/org/spongycastle/crypto/test/GOST3410Test.java', 668, 'ClassName']
394: ['bX', 'X', 'libraries/zxing/src/com/google/zxing/common/detector/WhiteRectangleDetector.java', 251, 'ParameterName']
395: ['bOut', 'out', 'libraries/spongycastle/prov/src/test/java/org/spongycastle/jce/provider/test/GOST28147Test.java', 125, 'VariableName']
396: ['bRd', 'rd', 'libraries/spongycastle/pg/src/test/java/org/spongycastle/openpgp/examples/test/AllTests.java', 395, 'VariableName']
397: ['bOut', 'out', 'libraries/spongycastle/pg/src/main/java/org/spongycastle/openpgp/PGPSecretKeyRing.java', 261, 'VariableName']
398: ['bOut', 'out', 'libraries/spongycastle/pg/src/test/java/org/spongycastle/openpgp/test/PGPArmoredTest.java', 96, 'VariableName']
399: ['bOut', 'out', 'libraries/spongycastle/prov/src/test/java/org/spongycastle/jce/provider/test/DESedeTest.java', 190, 'VariableName']
400: ['bOut', 'out', 'libraries/spongycastle/prov/src/test/java/org/spongycastle/jce/provider/test/FIPSDESTest.java', 87, 'VariableName']
401: ['bOut', 'out', 'libraries/spongycastle/pg/src/main/java/org/spongycastle/bcpg/ElGamalSecretBCPGKey.java', 60, 'VariableName']
402: ['bOut', 'out', 'libraries/spongycastle/prov/src/test/java/org/spongycastle/jce/provider/test/GOST3410Test.java', 389, 'VariableName']
403: ['bOut', 'out', 'libraries/spongycastle/pg/src/main/java/org/spongycastle/openpgp/PGPSecretKey.java', 81, 'VariableName']
404: ['bIn', 'in', 'libraries/spongycastle/core/src/test/java/org/spongycastle/crypto/test/OAEPTest.java', 311, 'VariableName']
405: ['msg8b', 'msg8', 'libraries/spongycastle/core/src/test/java/org/spongycastle/crypto/test/PSSTest.java', 169, 'FieldName']
406: ['bX', 'X', 'libraries/zxing/src/com/google/zxing/common/detector/WhiteRectangleDetector.java', 266, 'ParameterName']
407: ['ACTION_EDIT_KEY', 'ACTION_BE_EDITED_KEY', 'OpenPGP-Keychain/src/main/java/org/sufficientlysecure/keychain/ui/EditKeyActivity.java', 84, 'FieldName']
408: ['ecGOST3410_BParam', 'ecGOST3410_Param', 'libraries/spongycastle/core/src/test/java/org/spongycastle/crypto/test/ECGOST3410Test.java', 202, 'MethodName']
409: ['bOut', 'out', 'libraries/spongycastle/core/src/main/java/org/spongycastle/asn1/DERBitString.java', 246, 'VariableName']
410: ['bOut', 'out', 'libraries/spongycastle/pg/src/test/jdk1.1/org/spongycastle/openpgp/test/BcPGPDSAElGamalTest.java', 174, 'VariableName']
411: ['bOut', 'out', 'libraries/spongycastle/pkix/src/test/jdk1.3/org/spongycastle/openssl/test/ReaderTest.java', 154, 'VariableName']
412: ['bOut', 'out', 'libraries/spongycastle/pg/src/test/java/org/spongycastle/openpgp/test/PGPArmoredTest.java', 117, 'VariableName']
413: ['bPair', 'pair', 'libraries/spongycastle/prov/src/test/java/org/spongycastle/jce/provider/test/DHTest.java', 529, 'VariableName']
414: ['kB', 'k', 'libraries/spongycastle/core/src/test/java/org/spongycastle/crypto/test/DESedeTest.java', 113, 'VariableName']
415: ['edit_key', 'be_edited_key', 'OpenPGP-Keychain/src/main/java/org/sufficientlysecure/keychain/Id.java', 68, 'FieldName']
416: ['bKeyAgree', 'keyAgree', 'libraries/spongycastle/prov/src/test/java/org/spongycastle/jce/provider/test/DHTest.java', 289, 'VariableName']
417: ['msg2b', 'msg2', 'libraries/spongycastle/core/src/test/java/org/spongycastle/crypto/test/PSSBlindTest.java', 108, 'FieldName']
418: ['bF2m', 'F2m', 'libraries/spongycastle/core/src/main/java/org/spongycastle/math/ec/ECFieldElement.java', 1167, 'VariableName']
419: ['bIn', 'in', 'libraries/spongycastle/prov/src/test/jdk1.1/org/spongycastle/jce/provider/test/CertTest.java', 876, 'VariableName']
420: ['bOut', 'out', 'libraries/spongycastle/core/src/test/java/org/spongycastle/asn1/test/X509NameTest.java', 650, 'VariableName']
421: ['bOut', 'out', 'libraries/spongycastle/pkix/src/test/jdk1.3/org/spongycastle/openssl/test/ReaderTest.java', 212, 'VariableName']
422: ['setSecondCoefB', 'setSecondCoef', 'libraries/spongycastle/core/src/main/java/org/spongycastle/asn1/eac/ECDSAPublicKey.java', 296, 'MethodName']
423: ['bOut', 'out', 'libraries/spongycastle/pkix/src/main/java/org/spongycastle/tsp/TimeStampToken.java', 97, 'VariableName']
424: ['bOut', 'out', 'libraries/spongycastle/pg/src/main/java/org/spongycastle/bcpg/attr/ImageAttribute.java', 46, 'VariableName']
425: ['bOut', 'out', 'libraries/spongycastle/core/src/test/java/org/spongycastle/util/encoders/test/AbstractCoderTest.java', 148, 'VariableName']
426: ['sig8b', 'sig8', 'libraries/spongycastle/core/src/test/java/org/spongycastle/crypto/test/PSSTest.java', 173, 'FieldName']
427: ['bOut', 'out', 'libraries/spongycastle/core/src/main/java/org/spongycastle/util/encoders/Base64.java', 50, 'VariableName']
428: ['bOut', 'out', 'libraries/spongycastle/mail/src/test/jdk1.3/org/spongycastle/mail/smime/test/SMIMESignedTest.java', 364, 'ParameterName']
429: ['bPairGen', 'pairGen', 'libraries/spongycastle/prov/src/test/java/org/spongycastle/jce/provider/test/DHTest.java', 527, 'VariableName']
430: ['pointB', 'point', 'libraries/zxing/src/com/google/zxing/common/detector/MonochromeRectangleDetector.java', 65, 'VariableName']
431: ['bOut', 'out', 'libraries/spongycastle/pg/src/main/java/org/spongycastle/openpgp/PGPPublicKey.java', 585, 'VariableName']
432: ['bIn', 'in', 'libraries/spongycastle/core/src/test/java/org/spongycastle/asn1/test/PKCS10Test.java', 47, 'VariableName']
433: ['bOut', 'out', 'libraries/spongycastle/core/src/test/java/org/spongycastle/asn1/test/PKCS10Test.java', 52, 'VariableName']
434: ['rfc5054AppendixBTestVectors', 'rfc5054AppendixTestVectors', 'libraries/spongycastle/core/src/test/java/org/spongycastle/crypto/test/SRP6Test.java', 55, 'MethodName']
435: ['bIn', 'in', 'libraries/spongycastle/prov/src/test/jdk1.1/org/spongycastle/jce/provider/test/KeyStoreTest.java', 115, 'VariableName']
436: ['serverB', 'server', 'libraries/spongycastle/core/src/main/java/org/spongycastle/crypto/agreement/srp/SRP6Client.java', 72, 'ParameterName']
437: ['bOut', 'out', 'libraries/spongycastle/pkix/src/test/java/org/spongycastle/cms/test/NewSignedDataStreamTest.java', 1294, 'VariableName']
438: ['bName', 'name', 'libraries/spongycastle/pg/src/main/java/org/spongycastle/bcpg/sig/NotationData.java', 93, 'VariableName']
439: ['bOut', 'out', 'libraries/spongycastle/pkix/src/test/java/org/spongycastle/cms/test/NewEnvelopedDataStreamTest.java', 532, 'VariableName']
440: ['bIn', 'in', 'libraries/spongycastle/mail/src/main/java/org/spongycastle/mail/smime/examples/CreateSignedMail.java', 76, 'VariableName']
441: ['bCount', 'count', 'libraries/spongycastle/core/src/main/j2me/java/math/BigInteger.java', 447, 'VariableName']
442: ['bIn', 'in', 'libraries/spongycastle/pkix/src/test/jdk1.1/org/spongycastle/cert/test/CertTest.java', 1188, 'VariableName']
443: ['bOut', 'out', 'libraries/spongycastle/pkix/src/main/java/org/spongycastle/openssl/PKCS8Generator.java', 70, 'VariableName']
444: ['bOut', 'out', 'libraries/spongycastle/pkix/src/test/java/org/spongycastle/cms/test/NewSignedDataStreamTest.java', 460, 'VariableName']
445: ['bOut', 'out', 'libraries/spongycastle/pkix/src/test/java/org/spongycastle/dvcs/test/SHA1DigestCalculator.java', 16, 'FieldName']
446: ['finallyEdit', 'finallyBeEdited', 'OpenPGP-Keychain/src/main/java/org/sufficientlysecure/keychain/ui/EditKeyActivity.java', 372, 'MethodName']
447: ['bOut', 'out', 'libraries/spongycastle/pkix/src/test/java/org/spongycastle/cms/test/SHA1DigestCalculator.java', 16, 'FieldName']
448: ['bOut', 'out', 'libraries/spongycastle/core/src/test/java/org/spongycastle/crypto/test/CipherStreamTest.java', 406, 'VariableName']
449: IDMATCH EXMATCH ['setCanEdit', 'setCanBeEdited', 'OpenPGP-Keychain/src/main/java/org/sufficientlysecure/keychain/ui/widget/SectionView.java', 110, 'MethodName']
450: ['bOut', 'out', 'libraries/spongycastle/prov/src/main/java/org/spongycastle/jce/provider/CertPathValidatorUtilities.java', 383, 'VariableName']
451: ['bIn', 'in', 'libraries/spongycastle/prov/src/main/java/org/spongycastle/jcajce/provider/keystore/bc/BcKeyStoreSpi.java', 365, 'VariableName']
452: ['BootstrapEditText', 'BootstrapBeEditedText', 'libraries/AndroidBootstrap/src/com/beardedhen/androidbootstrap/BootstrapEditText.java', 21, 'MethodName']
453: ['bOut', 'out', 'libraries/spongycastle/pg/src/main/java/org/spongycastle/bcpg/SecretKeyPacket.java', 153, 'VariableName']
454: ['bIn', 'in', 'libraries/spongycastle/prov/src/main/java/org/spongycastle/jce/provider/X509LDAPCertStoreSpi.java', 200, 'VariableName']
455: ['bStart', 'start', 'libraries/spongycastle/core/src/main/j2me/java/math/BigInteger.java', 790, 'VariableName']
456: ['bIn', 'in', 'libraries/spongycastle/core/src/test/java/org/spongycastle/asn1/test/SMIMETest.java', 65, 'VariableName']
457: ['bOut', 'out', 'libraries/spongycastle/core/src/test/java/org/spongycastle/asn1/test/ASN1SequenceParserTest.java', 55, 'VariableName']
458: ['bIn', 'in', 'libraries/spongycastle/pkix/src/test/java/org/spongycastle/cms/test/NewSignedDataTest.java', 699, 'VariableName']
459: ['bOut', 'out', 'libraries/spongycastle/pkix/src/test/java/org/spongycastle/cms/test/NewSignedDataStreamTest.java', 605, 'VariableName']
460: ['bIn', 'in', 'libraries/spongycastle/pkix/src/test/jdk1.1/org/spongycastle/cert/test/CertTest.java', 2570, 'VariableName']
461: ['bOut', 'out', 'libraries/spongycastle/pkix/src/test/jdk1.3/org/spongycastle/cms/test/SignedDataStreamTest.java', 476, 'VariableName']
462: ['bOut', 'out', 'libraries/spongycastle/mail/src/test/java/org/spongycastle/mail/smime/test/SMIMECompressedTest.java', 122, 'VariableName']
463: ['BOff', 'Off', 'libraries/spongycastle/core/src/main/java/org/spongycastle/crypto/generators/SCrypt.java', 58, 'ParameterName']
464: ['bOut', 'out', 'libraries/spongycastle/core/src/test/java/org/spongycastle/asn1/test/X500NameTest.java', 305, 'VariableName']
465: ['gostR3410_2001_CryptoPro_XchB', 'gostR3410_2001_CryptoPro_Xch', 'libraries/spongycastle/core/src/main/java/org/spongycastle/asn1/cryptopro/CryptoProObjectIdentifiers.java', 95, 'FieldName']
466: ['bIn', 'in', 'libraries/spongycastle/pkix/src/test/java/org/spongycastle/cert/test/BcCertTest.java', 1392, 'VariableName']
467: ['sig2b', 'sig2', 'libraries/spongycastle/core/src/test/java/org/spongycastle/crypto/test/PSSBlindTest.java', 110, 'FieldName']
468: ['testB', 'test', 'libraries/spongycastle/prov/src/test/java/org/spongycastle/jce/provider/test/rsa3/RSA3CertTest.java', 32, 'MethodName']
469: ['bOut', 'out', 'libraries/spongycastle/core/src/main/java/org/spongycastle/asn1/DERObjectIdentifier.java', 273, 'VariableName']
470: ['bOut', 'out', 'libraries/spongycastle/pkix/src/test/java/org/spongycastle/tsp/test/SHA1DigestCalculator.java', 16, 'FieldName']
471: ['bOff', 'off', 'libraries/spongycastle/core/src/main/java/org/spongycastle/crypto/prng/drbg/CTRSP800DRBG.java', 127, 'ParameterName']
472: ['bOut', 'out', 'libraries/spongycastle/pg/src/main/java/org/spongycastle/openpgp/examples/DirectKeySignature.java', 113, 'VariableName']
473: ['bOut', 'out', 'libraries/spongycastle/pkix/src/test/java/org/spongycastle/cms/test/NewSignedDataStreamTest.java', 799, 'VariableName']
474: ['bOut', 'out', 'libraries/spongycastle/pkix/src/test/jdk1.3/org/spongycastle/cms/test/SignedDataStreamTest.java', 828, 'VariableName']
475: ['bOut', 'out', 'libraries/spongycastle/pg/src/main/java/org/spongycastle/bcpg/ElGamalPublicBCPGKey.java', 57, 'VariableName']
476: ['bOut', 'out', 'libraries/spongycastle/core/src/main/java/org/spongycastle/asn1/BERConstructedOctetString.java', 22, 'VariableName']
477: ['bOut', 'out', 'libraries/spongycastle/core/src/main/java/org/spongycastle/util/Strings.java', 92, 'VariableName']
478: ['bOut', 'out', 'libraries/spongycastle/pkix/src/test/java/org/spongycastle/openssl/test/AllTests.java', 82, 'VariableName']
479: ['bOut', 'out', 'libraries/spongycastle/pkix/src/test/java/org/spongycastle/tsp/test/CMSTimeStampedDataGeneratorTest.java', 230, 'VariableName']
480: ['bOut', 'out', 'libraries/spongycastle/pg/src/test/java/org/spongycastle/openpgp/test/PGPPBETest.java', 78, 'VariableName']
481: ['bKeyAgree', 'keyAgree', 'libraries/spongycastle/prov/src/test/java/org/spongycastle/jce/provider/test/DHTest.java', 538, 'VariableName']
482: ['bOut', 'out', 'libraries/spongycastle/pg/src/main/java/org/spongycastle/openpgp/PGPSecretKey.java', 675, 'VariableName']
483: ['bI', 'I', 'libraries/spongycastle/prov/src/main/java/org/spongycastle/jce/provider/JCEECPublicKey.java', 402, 'ParameterName']
484: ['bDegree', 'degree', 'libraries/spongycastle/core/src/main/java/org/spongycastle/pqc/math/linearalgebra/GF2nPolynomial.java', 492, 'VariableName']
485: ['bOut', 'out', 'libraries/spongycastle/prov/src/test/java/org/spongycastle/jce/provider/test/GOST28147Test.java', 58, 'VariableName']
486: ['pointB', 'point', 'libraries/zxing/src/com/google/zxing/ResultPoint.java', 122, 'ParameterName']
487: ['bWord', 'word', 'libraries/spongycastle/core/src/main/j2me/java/math/BigInteger.java', 2859, 'VariableName']
488: ['prepareNextCertB2', 'prepareNextCert2', 'libraries/spongycastle/prov/src/main/java/org/spongycastle/jce/provider/CertPathValidatorUtilities.java', 610, 'MethodName']
489: ['bLen', 'len', 'libraries/spongycastle/core/src/main/java/org/spongycastle/math/ec/LongArray.java', 818, 'ParameterName']
490: ['bOut', 'out', 'libraries/spongycastle/pg/src/main/java/org/spongycastle/bcpg/SignaturePacket.java', 384, 'VariableName']
491: ['slt2b', 'slt2', 'libraries/spongycastle/core/src/test/java/org/spongycastle/crypto/test/PSSTest.java', 103, 'FieldName']
492: ['bIn', 'in', 'libraries/spongycastle/pkix/src/test/jdk1.1/org/spongycastle/cert/test/CertTest.java', 1878, 'VariableName']
493: ['bOut', 'out', 'libraries/spongycastle/core/src/test/java/org/spongycastle/util/encoders/test/AbstractCoderTest.java', 38, 'VariableName']
494: ['BLen', 'Len', 'libraries/spongycastle/core/src/main/java/org/spongycastle/crypto/generators/SCrypt.java', 27, 'VariableName']
495: ['bOut', 'out', 'libraries/spongycastle/pg/src/test/java/org/spongycastle/openpgp/test/PGPSignatureTest.java', 657, 'VariableName']
496: ['bOut', 'out', 'libraries/spongycastle/pkix/src/test/jdk1.3/org/spongycastle/cms/test/SignedDataStreamTest.java', 328, 'VariableName']
